Date,Adj Close
22/03/2021,13377.54004
23/03/2021,13227.7002
24/03/2021,12961.88965
25/03/2021,12977.67969
26/03/2021,13138.73047
29/03/2021,13059.65039
30/03/2021,13045.38965
31/03/2021,13246.87012
01/04/2021,13480.11035
05/04/2021,13705.58984
06/04/2021,13698.37988
07/04/2021,13688.83984
08/04/2021,13829.30957
09/04/2021,13900.19043
12/04/2021,13850
13/04/2021,13996.09961
14/04/2021,13857.83984
15/04/2021,14038.75977
16/04/2021,14052.33984
19/04/2021,13914.76953
20/04/2021,13786.26953
21/04/2021,13950.21973
22/04/2021,13818.41016
23/04/2021,14016.80957
26/04/2021,14138.78027
27/04/2021,14090.21973
28/04/2021,14051.03027
29/04/2021,14082.54981
30/04/2021,13962.67969
03/05/2021,13895.12012
04/05/2021,13633.5
05/05/2021,13582.41992
06/05/2021,13632.83984
07/05/2021,13752.24023
10/05/2021,13401.86035
11/05/2021,13389.42969
12/05/2021,13031.67969
13/05/2021,13124.99023
14/05/2021,13429.98047
17/05/2021,13379.04981
18/05/2021,13303.63965
19/05/2021,13299.74023
20/05/2021,13535.74023
21/05/2021,13470.99023
24/05/2021,13661.16992
25/05/2021,13657.16992
26/05/2021,13738
27/05/2021,13736.28027
28/05/2021,13748.74023
01/06/2021,13736.48047
02/06/2021,13756.33008
03/06/2021,13614.50977
04/06/2021,13814.49023
07/06/2021,13881.71973
08/06/2021,13924.91016
09/06/2021,13911.75
10/06/2021,14020.33008
11/06/2021,14069.41992
14/06/2021,14174.13965
15/06/2021,14072.86035
16/06/2021,14039.67969
17/06/2021,14161.34961
18/06/2021,14030.37988
21/06/2021,14141.48047
22/06/2021,14253.26953
23/06/2021,14271.73047
24/06/2021,14369.70996
25/06/2021,14360.38965
28/06/2021,14500.50977
29/06/2021,14528.33008
30/06/2021,14503.9502
01/07/2021,14522.37988
02/07/2021,14639.33008
06/07/2021,14663.63965
07/07/2021,14665.05957
08/07/2021,14559.78027
09/07/2021,14701.91992
12/07/2021,14733.24023
13/07/2021,14677.65039
14/07/2021,14644.9502
15/07/2021,14543.12988
16/07/2021,14427.24023
19/07/2021,14274.98047
20/07/2021,14498.87988
21/07/2021,14631.9502
22/07/2021,14684.59961
23/07/2021,14836.99023
26/07/2021,14840.70996
27/07/2021,14660.58008
28/07/2021,14762.58008
29/07/2021,14778.25977
30/07/2021,14672.67969
02/08/2021,14681.07031
03/08/2021,14761.29004
04/08/2021,14780.53027
05/08/2021,14895.12012
06/08/2021,14835.75977
09/08/2021,14860.17969
10/08/2021,14788.08984
11/08/2021,14765.13965
12/08/2021,14816.25977
13/08/2021,14822.90039
16/08/2021,14793.75977
17/08/2021,14656.17969
18/08/2021,14525.91016
19/08/2021,14541.79004
20/08/2021,14714.66016
23/08/2021,14942.65039
24/08/2021,15019.79981
25/08/2021,15041.86035
26/08/2021,14945.80957
27/08/2021,15129.5
30/08/2021,15265.88965
31/08/2021,15259.24023
01/09/2021,15309.37988
02/09/2021,15331.17969
03/09/2021,15363.51953
07/09/2021,15374.33008
08/09/2021,15286.63965
09/09/2021,15248.25
10/09/2021,15115.49023
13/09/2021,15105.58008
14/09/2021,15037.75977
15/09/2021,15161.53027
16/09/2021,15181.91992
17/09/2021,15043.96973
20/09/2021,14713.90039
21/09/2021,14746.40039
22/09/2021,14896.84961
23/09/2021,15052.24023
24/09/2021,15047.7002
27/09/2021,14969.96973
28/09/2021,14546.67969
29/09/2021,14512.44043
30/09/2021,14448.58008
01/10/2021,14566.7002
04/10/2021,14255.48047
05/10/2021,14433.83008
06/10/2021,14501.91016
07/10/2021,14654.01953
08/10/2021,14579.54004
11/10/2021,14486.2002
12/10/2021,14465.91992
13/10/2021,14571.63965
14/10/2021,14823.42969
15/10/2021,14897.33984
18/10/2021,15021.80957
19/10/2021,15129.08984
20/10/2021,15121.67969
21/10/2021,15215.7002
22/10/2021,15090.2002
25/10/2021,15226.70996
26/10/2021,15235.70996
27/10/2021,15235.83984
28/10/2021,15448.12012
29/10/2021,15498.38965
01/11/2021,15595.91992
02/11/2021,15649.59961
03/11/2021,15811.58008
04/11/2021,15940.30957
05/11/2021,15971.58984
08/11/2021,15982.36035
09/11/2021,15886.54004
10/11/2021,15622.70996
11/11/2021,15704.28027
12/11/2021,15860.95996
15/11/2021,15853.84961
16/11/2021,15973.86035
17/11/2021,15921.57031
18/11/2021,15993.70996
19/11/2021,16057.44043
22/11/2021,15854.75977
23/11/2021,15775.13965
24/11/2021,15845.23047
26/11/2021,15491.66016
29/11/2021,15782.83008
30/11/2021,15537.69043
01/12/2021,15254.04981
02/12/2021,15381.32031
03/12/2021,15085.46973
06/12/2021,15225.15039
07/12/2021,15686.91992
08/12/2021,15786.99023
09/12/2021,15517.37012
10/12/2021,15630.59961
13/12/2021,15413.28027
14/12/2021,15237.63965
15/12/2021,15565.58008
16/12/2021,15180.42969
17/12/2021,15169.67969
20/12/2021,14980.94043
21/12/2021,15341.08984
22/12/2021,15521.88965
23/12/2021,15653.37012
27/12/2021,15871.25977
28/12/2021,15781.71973
29/12/2021,15766.21973
30/12/2021,15741.55957
31/12/2021,15644.96973
03/01/2022,15832.79981
04/01/2022,15622.71973
05/01/2022,15100.16992
06/01/2022,15080.86035
07/01/2022,14935.90039
10/01/2022,14942.83008
11/01/2022,15153.4502
12/01/2022,15188.38965
13/01/2022,14806.80957
14/01/2022,14893.75
18/01/2022,14506.90039
19/01/2022,14340.25977
20/01/2022,14154.01953
21/01/2022,13768.91992
24/01/2022,13855.12988
25/01/2022,13539.29004
26/01/2022,13542.12012
27/01/2022,13352.78027
28/01/2022,13770.57031
31/01/2022,14239.87988
01/02/2022,14346
02/02/2022,14417.54981
03/02/2022,13878.82031
04/02/2022,14098.00977
07/02/2022,14015.66992
08/02/2022,14194.4502
09/02/2022,14490.37012
10/02/2022,14185.63965
11/02/2022,13791.15039
14/02/2022,13790.91992
15/02/2022,14139.75977
16/02/2022,14124.08984
17/02/2022,13716.71973
18/02/2022,13548.07031
22/02/2022,13381.51953
23/02/2022,13037.49023
24/02/2022,13473.58984
25/02/2022,13694.62012
28/02/2022,13751.40039
01/03/2022,13532.45996
02/03/2022,13752.01953
03/03/2022,13537.94043
04/03/2022,13313.44043
07/03/2022,12830.95996
08/03/2022,12795.54981
09/03/2022,13255.54981
10/03/2022,13129.95996
11/03/2022,12843.80957
14/03/2022,12581.21973
15/03/2022,12948.62012
16/03/2022,13436.54981
17/03/2022,13614.78027
18/03/2022,13893.83984
21/03/2022,13838.45996
22/03/2022,14108.82031
23/03/2022,13922.59961
24/03/2022,14191.83984
25/03/2022,14169.29981
28/03/2022,14354.90039
29/03/2022,14619.63965
30/03/2022,14442.26953
31/03/2022,14220.51953
01/04/2022,14261.5
04/04/2022,14532.54981
05/04/2022,14204.16992
06/04/2022,13888.82031
07/04/2022,13897.29981
08/04/2022,13711
11/04/2022,13411.95996
12/04/2022,13371.57031
13/04/2022,13643.58984
14/04/2022,13351.08008
18/04/2022,13332.36035
19/04/2022,13619.66016
20/04/2022,13453.07031
21/04/2022,13174.65039
22/04/2022,12839.29004
25/04/2022,13004.84961
26/04/2022,12490.74023
27/04/2022,12488.92969
28/04/2022,12871.53027
29/04/2022,12334.63965
02/05/2022,12536.01953
03/05/2022,12563.75977
04/05/2022,12964.86035
05/05/2022,12317.69043
06/05/2022,12144.66016
09/05/2022,11623.25
10/05/2022,11737.66992
11/05/2022,11364.24023
12/05/2022,11370.95996
13/05/2022,11805
16/05/2022,11662.79004
17/05/2022,11984.51953
18/05/2022,11418.15039
19/05/2022,11388.5
20/05/2022,11354.62012
23/05/2022,11535.26953
24/05/2022,11264.4502
25/05/2022,11434.74023
26/05/2022,11740.65039
27/05/2022,12131.12988
31/05/2022,12081.38965
01/06/2022,11994.45996
02/06/2022,12316.90039
03/06/2022,12012.73047
06/06/2022,12061.37012
07/06/2022,12175.23047
08/06/2022,12086.26953
09/06/2022,11754.23047
10/06/2022,11340.01953
13/06/2022,10809.23047
14/06/2022,10828.34961
15/06/2022,11099.15039
16/06/2022,10646.09961
17/06/2022,10798.34961
21/06/2022,11069.29981
22/06/2022,11053.08008
23/06/2022,11232.19043
24/06/2022,11607.62012
27/06/2022,11524.54981
28/06/2022,11181.54004
29/06/2022,11177.88965
30/06/2022,11028.74023
01/07/2022,11127.84961
05/07/2022,11322.24023
06/07/2022,11361.84961
07/07/2022,11621.34961
08/07/2022,11635.30957
11/07/2022,11372.59961
12/07/2022,11264.73047
13/07/2022,11247.58008
14/07/2022,11251.19043
15/07/2022,11452.41992
18/07/2022,11360.04981
19/07/2022,11713.15039
20/07/2022,11897.65039
21/07/2022,12059.61035
22/07/2022,11834.11035
25/07/2022,11782.66992
26/07/2022,11562.57031
27/07/2022,12032.41992
28/07/2022,12162.58984
29/07/2022,12390.69043
01/08/2022,12368.98047
02/08/2022,12348.75977
03/08/2022,12668.16016
04/08/2022,12720.58008
05/08/2022,12657.54981
08/08/2022,12644.45996
09/08/2022,12493.92969
10/08/2022,12854.79981
11/08/2022,12779.91016
12/08/2022,13047.19043
15/08/2022,13128.04981
16/08/2022,13102.54981
17/08/2022,12938.12012
18/08/2022,12965.33984
19/08/2022,12705.21973
22/08/2022,12381.57031
23/08/2022,12381.29981
24/08/2022,12431.53027
25/08/2022,12639.26953
26/08/2022,12141.70996
29/08/2022,12017.66992
30/08/2022,11883.13965
31/08/2022,11816.2002
01/09/2022,11785.12988
02/09/2022,11630.86035
06/09/2022,11544.91016
07/09/2022,11791.90039
08/09/2022,11862.12988
09/09/2022,12112.30957
12/09/2022,12266.41016
13/09/2022,11633.57031
14/09/2022,11719.67969
15/09/2022,11552.36035
16/09/2022,11448.40039
19/09/2022,11535.01953
20/09/2022,11425.04981
21/09/2022,11220.19043
22/09/2022,11066.80957
23/09/2022,10867.92969
26/09/2022,10802.91992
27/09/2022,10829.5
28/09/2022,11051.63965
29/09/2022,10737.50977
30/09/2022,10575.62012
03/10/2022,10815.42969
04/10/2022,11176.41016
05/10/2022,11148.63965
06/10/2022,11073.30957
07/10/2022,10652.40039
10/10/2022,10542.09961
11/10/2022,10426.19043
12/10/2022,10417.09961
13/10/2022,10649.15039
14/10/2022,10321.38965
17/10/2022,10675.79981
18/10/2022,10772.40039
19/10/2022,10680.50977
20/10/2022,10614.83984
21/10/2022,10859.71973
24/10/2022,10952.61035
25/10/2022,11199.12012
26/10/2022,10970.99023
27/10/2022,10792.66992
28/10/2022,11102.4502
31/10/2022,10988.15039
01/11/2022,10890.84961
02/11/2022,10524.79981
03/11/2022,10342.94043
